combined,sentiment
"Though the store has not enough manpower, the staffs are doing their best pacing up and down serving customer as best as they can, we had a longer queuing time as the seats we limited due to the pandemic. Manager Yuba had an amazing …",4
"Had lunch Sep 09, 2021. Food is great. Served hot and tasty. However Service was really terrible. The waitress Vivian was unfriendly and all the way spoke in a scolding and impatient tone and reluctant to shift the table when there was a strong direct sunlight on my table and plenty of available seats around. Quite a shame.",2
We enjoyed our brunch 🥘 today  …,5
"The restaurant is obviously short-handed. We were told that there were no truffle fries or any drinks except coffee or tea. This was 7.30-8.00pm. Orders took a long time. We waited for 30 mins, checked with waiter and found out that food …",1
Personal experience was great. My server Desmond was really helpful. Great suggestions and was really attentive to detail down to the timing of serving your drink with your main dish. It was this serving attitude that made our experience really pleasant and would really encourage myself to return more often.,5
"The wait for a table was long due to the limited space they have but was definitely worth it. As soon as we were seated, waitress Yuba served us iced water and her positive energy was a delight to our tired evening. …",4
"Came here for a tea and notice there was only two staffs. Wait patiently to be seated, but the waitress ignored us. About 10 mins after, we got ourselves seated as there are few empty tables. We went to the bar to check what pastry/cake to …",2
"They managed to give a whole new meaning to matcha latte, really really 💯 yucky 🤢. Sadly this is how a proper cafe cannot even provide decent drinks versus BBT stores these days …",2
"A Confused Tart

Served a cold “apple crumble warm tart” and explained that the dessert can be …",1
Warm and friendly service displayed by the staffs. I am definitely a satisfied and returning customer to this outlet.,5
"Been waiting for the past 25mins after ordering and the food has not arrived.
All 4 cups served for tea were dirty and they served it without any sugar or stirrer. …",1
Staff are very friendly and accommodating! Love the high tea set!!,5
"2nd time having their high tea set. $48++ a set for 2 pax.

Good mix of savoury and sweet and includes 2 cups of tea, with hot water …",5
"Food was fine but service can be lagging when full house. Had to ask staff to cross out forgotten orders during checkout, no apologies received.",3
"Although the service was decent, most of the requested items were not available! After standing in line for being seated for 40mins, sad to see that during the peak hours (6pm) drinks and ice cream too were unavailable.. What a disappointment!",2
"went here for their high tea , an affordable price for a high teaa..... diff variety of choice and free flow drinks. the desserts were nice and the coffee could be better but overalls a nice high tea",4
Restaurant isn’t crowded but we waited very very long for the food.. 40mins after ordering.. food still not here (current time 450pm) …,2
"Opening hours at 11am and reached at 11.04am but wasn’t open only till 11.28am.
Could not give a decent rating cos was already eating by Tim Ho Wan which is just opposite them.",2
"Tried the high tea set. Love it so much! The soft shell crab slider was so good, love the spinach cheese dip. The portion was generous. We will go back again.",5
The service is great and the desserts are tasty!,5
"Ordered the full plate platter and ribeye steak burger.  Food was average. Out of everything I ordered, I would say the truffle fries are the best.",3
"Staffing seems to be adequate but often times than not, diners had to expend extra effort in getting service",3
"V nice steak n barramundi,  pasta is gd too",4
Food ok. Service is getting worse. Male manager not attentive n pull a long face to customers.,3
"Wanted to reserve seats. Called them 3 straight days and no one pick up?
6688 7345 is this your number?
Well thanks for not picking up.",1
Good food,4
Poor service (had to request for condiments several times before finally getting it + was overcharged) and food quality. Will not recommend,1
Cakes are good but flat white sub standard. The soup of the day tasted like it came out of a can.,3
Terrible. They ran out of sausages and told me I can pay for extra to replace it with something. Baffling.,1
"Poor service, waiter was disinterested couldn't even speak properly. Pie was microwaved and still cold in center, served without a knife.",1
Staff just ignores you at the entrance if the restaurant is almost full. So we just left.,2
"Horrible service, not even interest to serve. Can't speak properly either.

Whole restaurant had only 2 staff and one of them was a schooling kid who has no …",1
"They serve very nice cakes, coffee and tea.",5
Nice place to have high tea,4
"Restaurant half empty, and still waited over 45 minutes for food.
Nonchalant service. This restaurant does not deserve to be in business.",1
there is no board that says from 530 to 630 pm there is no service. I was waiting tin the Q here for a while. So don't go there at 530 pm.,1
The food is really good as usual though I would say it's on the pricey end. Service is professional rather than friendly.,4
"Terrible, rude service. Much better places to stop for a coffee or tea in the mall. Avoid.",1
"Their manager Aloysius is very helpful and friendly, he recommend food to us very patiently.",5
So we a family with young children were waiting but no one at reception to serve us.,3
Poor services and missing orders,1
Decent coffee options,4
Bad experience I ever had � …,1
The best,5
Delicious 😋� …,5
Fresh and yummy food.,5
Nice environment,4
Terrible and slow,1
"(Translated by Google) I ordered iced coffee, and the coffee came out saying that there is no ice? They say it's ice cream, and the price goes up by two dollars. That doesn't mean it doesn't taste like coffee either. It's better to just go …",1
"(Translated by Google) Even if you want to go to a cafe, never go

(Original) …",1
"(Translated by Google) Coffee is really tasteless. When serving drinks, don't hold the top of the cup... There's no straw, so you don't know where to put your mouth... …",1
"It's a classic bakery and salad sandwich place. Good for lunch time, and if you're looking for birthday cakes for your colleagues. The chocolate fudge cake and the carrot walnut cake are both very yummy and fairly priced. …",4
"Push for plastic consumption! After I bought two small sandwiches (19 SGD), I  asked at the same time if I could have some normal water ( because I am concerned not to buy plastic bottles). …",5
Cakes and bread were fresh and good as usual. Had a tea session with friend here and it great place to catch up. ❤️,5
"For lunch - salads, wraps, soups and and sandwiches are available. Other usual bakery items and coffee available all day long. They also offer complementary bread varieties for free with other purchase. Nice ambience in the place.",4
"Red Velvet Cheesecake ($7.50)
The cake was moist, the cream cheese in the middle was so good as well. Not sure if the black bits were vanilla bean/ ""cookies and cream"" flavour. Thought that …",3
"Ordered the beetroot avocado burger. This chilli jam is good and the burger is much better without the mayo. The patty itself felt stale and tasted a bit boring. There's a generous amount of avocado and. A bit hard to eat - falls apart easily. Not my favourite cedele outlet. Don't be fooled by ""burger"". This is very healthy-fied.",3
So far it has become one of my lunching place as my workplace does not have much salad choices.,4
"I love this lunch place in Maple Tree Business City. It has a great salad bar with fresh ingredients. Expect to pay around $10 though. The ceasar dressing tops it off. Inside can be quite rowdy, but the table outside is nice and quite. Also …",5
The coffee is excellent! A very good place to relax and chill out in the evening.,5
Cedele Bakery Café at Mapletree Business City has good salad and sandwich options. It is perhaps the overall healthiest option in MBC at the moment if you care about knowing what you are fueling your body with. …,4
I usually go to this outlet to get cakes for birthday celebrations. They always have some options available and most of them are really good. A whole cake costs around 55 SGD and they will provide you cutlery and candles.,4
"Absolutely awful experience. The two female owners/managers walked around aggressively yelling at their staff for what seemed like completely unfair treatment. One of the managers, a female in glasses l pointed her finger so close to her …",1
The coffee is atrocious. Diluted and not worth the purchase. Don’t waste your time buying coffee here,1
Nice place to have coffee in a garden environment. Cedele is a restaurant with the salad base with 4 toppings is $8.80 with a nice Ceasar dressing or any other dressings.,4
"We come here for quick birthday cake fixes, and to get cakes and soups as and when necessary. It has reached a point where people in my team will say ""Cedele cake like not sincere"", but it's still the best option amongst what you can get around MBC and ARC area.",4
Nice cosy coffee shop with a ngood selection of sandwiches and cakes. Slightly limited in seating.,4
"Healthier choice around the business park. Mix and match salad, sandwich, cake and cofffee.",4
Plenty of seats inside.,5
Love their breakfast set here. Their speed of service is great too,5
"bad service with no knowledge from staffs, couldn't be bothered with your requests on understanding cedele menu",1
"Loved the food here..nice cakes, healthy salad",5
Awesome salad that justifies the price that I am paying for,5
"My regular lunch place, 3 times a week.",5
Peppercorn pastrami sandwich is delicious.,4
Work here. Food is decent.,4
Staff is really friendly.,5
Good nice,4
Excellent red velvet cake,5
Be a member to get discount,1
Great coffee,5
Epic,5
"(Translated by Google) Good choice of sandwiches and salads. By cons, the air conditioning turns the place into a fridge ... …",4
Service was on the slower side though there wasn’t much crowd during lunch. Protein bowl was pretty tasty. Chicken and the falafels were good. More salad dressing would be better.,3
Food taste not bad..if you come at weekend will queue to take a seat.. service oke,3
I like carrot cakes the most among the rest. Sandwiches are also good. Though it is a bit expensive.,4
Very bad customer service.. Staffs are so rude especially the one in the coffee counter.. she spolied our day with her attitude when we asked for sugar pockets. …,1
Very rude staff. Charged extra amount for the food and unruly behaviour.,1
"Food and service are, per Cedele standard, very good. But probably due to the busyness of the lunch time crunch, many tables were not cleared. Maybe they should consider putting up a sign to ask patrons to help clear their own used crockery and cutlery.",3
Today had a very bad experience and staffs are very rude especially coffee making staff.Really very bad service.,1
"being a cedele member, it's my go-to place. like the salmon sandwich thin and the vegan burger options. salad is meh. for cakes: red velvet, carrot walnut and matcha chocolate cake. for cupcakes: peanut butter and pandan cupcakes . their apple and pear crumbles are great too. good place for a dessert lover like myself.",4
Service is super horrible. Extremely rude people. They are surely spoiling brand of Cedele with their God awful and extremely  rude and unprofessional service. Go anywhere else,1
Food doesn’t taste well,2
Good enough. Not great.,3
"bad service, the staff was rude too.",1
Very disappointed with this branch. Ordered some breakfast treats via Deliveroo. The cake came melted. The 2 blueberry crumble muffins are completely different - 1 is burnt as well.,1
"Disappointed. Had to say our order 3 times to be understood. The order was the roasted cauliflower soup. When asking the staff of my bread could be toasted, the reply: ‘no we don’t toast the free bread’. How is the soup with bread free at just under 10dollars? Shocking.",2
I generally like cedele but at this branch staff is quite rude. They also stopped giving tap water and their drinks are quite expensive! Also on a very hilarious occasion: I bought sourdough bread and I asked the staff to slice it for me. …,2
"Very rude staff. No greetings or whatsoever. I had taken a piece of pastry and the staff (with a lot of eye makeup on if you wanna identify who), simply asked, “that’s all”? C’mon, we are paying customers, we don’t owe you anything. The …",1
"Served by two friendly n warm staffs.
Define a nice and quiet space to enjoy some personal time during the weekday. The sandwich portions were generous and ingredients used are fresh :)",4
"Food is consistently good. However cashier / counter service can be really slow.  Limited seating indoor.  Regarding another reviewer comments on tap water, we didn’t have any issue, the cafe provides water, you just have to help yourself from the cutlery station",3
"Very rude staff at the cashier.... I accidentally said paynow instead of paywave. And we apologised to the cashier multiple times. The cashier was clearly upset, black face and  gave an angry stare at us without any response.",1
They have standard cafe food and drinks but the place had no wifi and the seating was uncomfortable.,2
"There's no greater love than this,
There's no greater love than this,
That a man would give his life for a friend by Hosanna Music …",5
"Lot of healthy options. Salads, soup, sandwiches are very good. Desserts too. Quality is excellent but pricey. My first visit, i had coffee and a sandwich which was excellent. Staff is good and service is fast. …",5
Lady at the counter is very rude each time. They do not have some basic ingredients as avocado at 11:30.,2
I came once hoping for a peaceful experience and had noisy staff members shouting at each other and playing music on their phone (despite COVID rules about music in eateries). I came back a second time for another chance but had the same …,2
"When dining in, tap water is not provided. Instead, the establishment pushes the purchase of bottled water, despite a sign inviting patrons to ”reduce plastic waste” by not using straws, also a single-use plastic product.",1
The staff who prepared the salads is careless and missed out on the protein in one of our takeaway salads. How are they expecting us to check through all the orders? Please be more careful next time.,2
"Nice services, nice Mocha and Gula Malaka Sponge Cake. � …",5
"The staff will make sure you are frustrated by their arrogance and sloppy service. Every time you order something, they will either not have some ingredient or miss something in your order or forget to tell you something right at the beginning. Dont expect to get the receipt unless you insist. Totally avoidable.",1
Always run out of main dish even at 1pm,1
"Coffee taste so good. A great place to just sit, sip a cup of coffee and have some random conversation with a friend.. no wifi just a friend to talk to is enough! :)",5
"Good selection, quick and good service.
They have mince pies and other snacks for the Christmas period.",4
Rude staff,2
"Nice bakery and cafe. Only issue is their salad choice has additional cost unlike in the past when we can choose from the whole spread of dishes. Add one or two dollar for a certain choice, the sum can stack up. …",4
"Cedele is a bakery cafe located at Velocity, Novena Square. Conveniently,  it is placed almost at the entrance/exit to the mall making it almost impossible to be missed. In addition, commuters travelling by train have an immediate exit …",4
"Best value for money organic healthy food! Great for regular breakfast, lunch dinner as well as a post-workout DIY protein salad combo. Coffee ☕️ is also good of need to couple with a sandwich ! The basil pesto Thins are their unique best …",5
Loved the rye sourdough and cranberry scones. The rye sourdough is hard to get hold of and sold out very quickly. Nice place for dining in with a wide selection of salad and sandwiches.,4
"Have been to this brand outlet before at other place.
Managed to enjoy a little chill time over coffee with colleague to chilled off after a on-site event nearby this outlet. …",4
"Enjoyed my vegan salad bowl. $11.90 for a medium-sized bowl that comes with 2 choices of base (greens/cauliflower rice/quinoa) + 2 servings of protein +4 toppings. Falafel is the only protein option. Generous portions and very filling. With soup, it costs $15. Overall, pleased with taste and portion.",4
"This breakfast was a small one which cost 8.50. Enjoyed the fresh croissant, scrambled eggs n 2 pieces Of rocket leaves. Bacon was over cooked. Very spacious but empty at 0830 (I wonder why?). Staff looked like they did not want to be …",4
The ondeh ondeh cake was pretty good. Have eaten at several Cedele branches over the years & so far I have had positive experiences. I do miss the pizza scones that they used to make.,4
Food and sandwiches are pretty decent in taste and quality. But things are a little overpriced considering the small portion sizes. $10.8 for a breakfast bagel deluxe seems to be on the pricey side.,3
"Their standard drop on the gourmet thins were not crispy as many years ago that I have ate. The skinny flat white is moderately good, coffee taste was still alright.",4
"The cakes are really wholesome and good.
The chocolate cake is light letting the chocolate be the star of the show.
Not sinfully sweet or unctuous , with the tinge of bitterness of dark chocolate. …",4
"Really like the Ondeh Ondeh cake! Not too sweet and very well made with each slice melting in your mouth, asking for a second slice ! Enjoy.",5
"Well located on the mall, right near the taxi stand. Cedele is always consistent and my go-to for a simple and quality meal. There are ample seats with a small area selling bake goods like sourdough, bread loaves and buns",5
Delicious gourmet thins! Cedele has always been a favorite place to stop by for a healthier choice of meal. The make-your-own-bowl bar has decent options and the coffee is good too. For all the scone lovers out there - Cedele's savory …,5
I ordered the vegetarian big breakfast today and was served with staled mushrooms. I am pregnant and thankfully I didn’t swallow the food as the staled mushrooms had really a strange smell. When I asked the staff if she was aware of the …,1
"Walked in at 815pm on a Wednesday evening. Staff Emmy looked unhappy to see customers wanting to purchase items, as if we owed it to her not to disrupt her cleaning up of part of the dining area. Was not told that they had already closed …",1
"First off, the soups are too watery. Even my sec school daughter can make better soups.
2nd, there are bird droppings on the floor and on the tables. Call the aunty, …",2
"I would like to give a 5 stars review to the employees at the outlet, especially Jon.  No matter how busy they are, always serve customers with a smile on their face. Excellent service and patient.",4
"Nice place to chill out with your buddy for some healthy teabreak.  But unfortunately, the young staff is not very friendly, and for a service line, can be taken for being rude. Hope Cedele can train their staff to be more service …",3
"I come and have breakfast at Cedele most mornings. Food is good and not to badly priced.
I find I get good service and the ladies are great. …",4
"Reliable meals here. Good value for money. Good range for vegetarians.
But Cedele service is perfunctory at best, and more often just blah.  So just brace yourself not to expect so much. …",3
"DIY Bowl at $9.80 (+$1 for baked chicken) was great value for money considering the quality of the food! Food and desserts here are consistently good, and the staff are always pleasant :-)",5
Heavenly bakeries! Great coffee pastries and teas. Great Street view. Delicious cake to go with nice aroma coffee for high teas. Authentically prepared healthy ingredients with tender loving caring skillful baking and professional warm …,5
"Staff were polite, healthy food and wide selection, only thing is seating space limited, crowded during peak hours.",4
"We had a Shrooms & Egg toast set, and a Ham & Bacon gourmet sandwich. The shrooms was good, and the egg had a flavourful buttery taste. The ham was also pretty good. However, the bacon was pretty burnt and was almost black in colour. It had …",3
Great tea 🍵 quality is good …,5
"Ordered walnut cinnamon roll, but the staff never heat up the bread for u.
The service is slow, standing at the counter for 5min wanted to order food but no one to take ur order!",1
"Went to this store to collect a voucher for sourdough (purchased through Krisflyer app).  The sourdough bread was a big, hard loaf that was not yet sliced.
When my mother requested that the loaves be sliced, the cashier lady (?manager?) …",1
"Love the Salad bar and also the main of salmon, chicken or muchroom choices. Anyone who love healthy food choices will be delighted with this.",5
Always nice to have a piece of cake and drink here.,5
"Enjoyed their Chai latte. Those who dont want sugar , good place to drink chai latte. Their chocolate latte is a bit on the bitter side. Yuzu Cheesecake is flavourful and is not that sweet but is slightly on the expensive side:$7 per slice",4
"Went to purchase some Cibata bread, the price has jumped from $5+ to $6.50. Just wondering when the price increase will stop.",2
Stopped by for a coffee and breakfast as this was the only place open at 8.30am. …,1
"Always crowded and hard to find a seat during lunch time. Price is on the higher side. Salad is quite popular, pretty tasty and filling.",4
"Besides the outlet at Raffles City, this is another Cedele outlet that I frequent. I like that it is spacious and more open. The bakes are also placed very cleanly rather than haphazardly. Service can be a little slow, even though I usually …",4
"A great place for breakfast,  usually crowded in the morning. Strategic location where it near to MRT entrance, you can easily spoted Cedele. …",4
"Nice cafe at Novena serving artisan foods - made from scratch. Good quality foods and coffee. Service is friendly, and cafe is clean and tidy",4
Love the food. Bread is consistently good quality. They also offer salads which is a healthy option for lunch. Comes with soup and free flow bread. Try go go at non peak hours as it can get busy with long waits.,5
Nice atmosphere and fairly friendly staff. Really lovely all day breakfast which is well balanced and bit heavy meal. Good start to a big day.,4
So grateful to the handsome staff who reminds me that i left my phone on the cashier counter. Thank u and sorry i did not get ur name. Cedele sell wonderful and delicious cakes.,5
High quality and freshness of bread loaf. They serve eggless and sugarless and perfect for people and young kids with special dietary options.,5
"Breakfast is so delicious especially some day i want to eat vegetarian, they also have vegetarian choices to choose.. Yummy and healthy",5
"Cedele Bakery Cafe @ Velocity Novena Square 2
Nice healthy pastry and berverage. comfortable setting and nice service staff. …",4
Me and my family came here for dinner. The restaurant was not crowded but since we needed a place for 3 of us we had to wait. That's ok. But there was a lady sitting alone on a seat of 4. As she was going to order her coffee The manager …,3
"Visited >30 min before closing for dessert, and the staff said they only do takeaways lol",1
My experience with the service staff at the counter was so so only. Worse still there was a quite sizeable pigeon walking around.,2
My smoked turkey sandwich was burnt on the bap. Mushroom soup was diluted.,1
"Service so-so, staff looks overworked and tired but prices has gone up! Their cakes used to be $6+ now it's $8+ and the servings has shrunk. Inflation cuts both ways now.",2
"Comfy ambiance, good cafe style menu serving hot and cold dishes and beverages. Also has a in store bakery.  Novena MRT is just one floor below!  Very convenient!",5
"Ordering was a breeze, but relatively downhill after that.  Drinks took just a few minutes and was told to keep the waiting/call buzzer for the food.  Went up to the counter after we noticed that everyone who had arrived after us had …",2
Ordered the salad but the chicken was cold and really hard,2
"I hesitated to review but I'm worried they remove the cake flavour so here goes: matcha cheese cake + osmanthus jelly is the BOMB!!! So good, I can eat 1/2 of the whole came and yet I forgot to take a photo. My family liked it as well as is not too sweet & the jelly is refreshing. I hope Cedele can keep the flavour permanently.",4
I was in the queue and the server was chit chatting to the customer before me instead of serving her. I waited for a few minutes and then asked if someone else can serve me. The server said she’s the only person serving customers. She then …,1
Their salads are delicious and fresh. But better for takeaways rather than dine in as their staff prioritise customers who do takeaways. Table sittings are limited.,3
"All tables are very dirty and no one wants to clean the table, even though most of staff seem quite free. I asked the staff to clean my table but nobody did.. Eventually I cleaned it by myself � …",2
"Terrible service today, 13 Feb 2021, around 1115. My wife queued for the order of 2 drinks and a bread. Never mind that it’s a bit slow, that’s why we converted our order of drinks into takeaway while we finish our bread expecting our …",1
"Cedele Bakery Cafe, a cafe that is known for its bread and cakes, is a nice place to have breakfast and coffee. Cedele is always bustling with customers especially tourists at Novena branch. Price is reasonable especially when you order set …",4
"Very bad bakery shop! Insist that we order from website, ordered, paid and even call twice to confirm that we can collect on the same day after 2hrs from order confirmation. Received confirmation email. But when reach there, say system …",1
Just terrible. Service staff completely ignores customers while we are waiting in line. They have no interest to take your order and are just doing their own work. The person before me gave up and walked out. I decided to do the same.,1
"Gotten their membership on the spot since there will be a complimentary coffee at you choice. With only $25 and you get 3 x $10 voucher in your wallet. I got one free cake this month too due to my birthday. Gula Melaka cake was nice but a too sweet for me. Flat white was ok, average in taste",3
"Love cedele. Love their Salad, breads n soups...complimentary pumpkin bread was so nice",5
"Very unpleasent experience to order my salad own bowl.

Everytime I go, I am more dissapointed at the customer service at Cedele.",1
Overcharged me for two sourdough breads when paid with my Krisflyer app and voucher.,2
"Food is great but Takeaway service is HORRIBLE. Ordered a birthday cake from them few days back and made payment online, called to check in on the collection on the day itself, and when we actually went down for collection, we saw that the …",2
Great food! Healthy and nice place,5
The people at the counter exhibit the same level of discourtesy and disinterest that seem to be the standard for this chain. Be ready to repeat your order until they get it right. And don't complain if you can't find a table without a tray …,2
"Polite staff when you order which helps you end your day a bit better. Love the fact that they have nice firm green olives as a choice of toppings. Had the Smoked salmon, colour slight dull and not as good as I would like it to be.",3
Very poor service at this outlet and poor hygiene. The trays placed near the pastry were so dirty. It was only 10am when I went for BF. The trays had cream on nearly every of them and they were sticky. The blackforest cake was overly sweet …,1
My past experience of the service at Cedele Novena has rarely been good and I have met similar service attitude as mentioned by the previous 2 reviewers- either they have a sulky/“black” face or they are oblivious to customers waiting to be …,2
"Poor customer service and service workflow. Staff keep looking down trying to avoid eye contact with customers. The queue started to form into 2 lines and customers are confused, staff just turned a blind eye. …",1
Great bakery. Soup and salads available,5
New layout seems good. Order was fast. Lemon bar is the best item in bakery,4
"I ordered Lemongrass tea, but is not full of cup of water and pricey! Bad service",1
Service is so so. Ordered a “All day breakfast” this morning. But didn’t enjoy the meal. There were too much of MSG in the food. The 2 pieces of bacon strips were extremely salty. My tongue was biting through out the rest of the day. The mushrooms tasted “rancid”-like. Pandan butter cake was excessively sweet. � …,2
Love this place. The beetroot burger is awesome. You get your choice of bread to have it on. The soups also come with as much bread as you can eat. Lunch time meal deals (sandwich and soup) are really good value. The mushroom soup in particular is amazing.,5
Food is good but service is lacking. I came in for brunch and had to wait 20 mins just to get some toasts and scramble eggs.,3
"1. Serving time
Zero customers but had to stand at the cashier to wait for the cashier to come back to take my order. He was speaking to another staff regarding ordering …",1
"Food is great but too bad the service is horrible. No smiles, everyone looks miserable, no hellos, no thank yous. When I asked if they can explain the salad system, they could barely put the words in their mouths. You need to do some major …",1
Coffee quality is worsening but the salad we had with tahini dressing was good. Curry pumpkin soup can be quite spicy for some. We had to remind them of our coffee order..,3
"been a cedele member for as long as i can remember, it's my go-to place for meals. i like their sea bass, burger, salmon sandwich thins and the vegan burger options. salad is meh. for cakes: red velvet, carrot walnut and matcha chocolate …",4
"The food is great, a bit pricey but IT WORTH IT. However, the service is awful, so slow. They do not look at your face, you have to ask for the tissues AND you need to ask if the dish is yours because during the weekends it is so crowded …",3
"Cedele staff are always wonderful, friendly and efficient even when they are extremely busy. Can't say the same for the neighbouring (same company) workspace espresso bar, girl is grumpy and unfriendly even when there's no customer (except for me).",5
"I went to the newer outlet of Cedele Novena at 11am , as I approached the young lady who had a pony tail at the counter, she lifted up her head from her writing work at the cashier, frowned at me before taking my order in an unfriendly way, …",1
I was there at around s 11am plus minus.. Today 21st jan. Wanted to have salad. But i was standing there looking at the choices.. Of the salad. But non of the staff there just din know how to greet customers.. Some turn their backs. Some saw me. But turn their backs again. So yea waited awhile.. N i left.,1
"Terrible experience -
Lousy service (Staffs who don’t seem to be able to get your orders right)
Ordered a Breakfast Sandwich with Scrambled Egg and Cheese (The Cheese was …",1
Excellent breads and pastries! Excellent coffee! Friendly fast attentive cosy comfy ambience for romantic intimates groups students Expats tourists and families. Free wifi. Healthy tastety ingredients and authentically prepared. Tidy clean freshly prepared with varieties and professional services..,5
"Don't know about the service level of coumter staff at other outlets, but the service at particular outlet is borderline non-existent. When we asked about the options of beverages available, staff just gestured to the signboards behind her …",3
Yummy all day breakfast!,5
ordered smoked salmon and avocado. Barely any avocado.....,1
All in breakfast didnt seem like staff put much effort. It tasted mediocre at best. …,2
We were at the Cedele Novena on 24th March 2017 Friday around 1005hrs. The cappuccino taste like water and the crossant very dry taste like 3 days ago not fresh at all. Informed the counter staff they only offered to make a new cappuccino …,1
Newly revamped Cedele at Novena. Always love their salad. Fresh ingredients and yummy variety of veg. Good selections of food for vegetarians,5
Always loved this place. Awesome food they have ... Healthy and superb tasty ... Especially the cakes. It is crowded though even in the weekdays. So don't be surprised!,5
"following cedele rapidly store expansion is one good thing for all cedele consumer but   the quality of the food being served is badly affected. im very surprise seeing how breakfast is been prepared in cedele novena, a bucket of scrambled …",2
Food so so. And surprisingly no WiFi in this day and age. Can't even work while having a latte.,2
"Usual order is the DIY Salad, portions seems to be getting slightly smaller but still a wholesome meal on it's own. Of the salad alone is insufficient, add a soup and have free flow bread on the side.",3
I suppose the opening hrs is 7:30am and yet its almost 8 and the bakery is still not open. Staff can see people are waiting for the opening but they still taking their own sweet time to open. Whats the use of dispalying the operating hrs when its not even followed. 😡😡� …,2
"All the auntie staff here very rude . Bad service .I Order egg ben but the bacon over cook ,no  Hollandaise sauce also. Never come back again",1
"Half expecting their quality of service to improve after they renovated, but nope. Cakes are good, but don't bother with their breakfast menu.",2
Reasonable serving of salads and one of the staff by the name of vidyya very professional and polite. To viddya thank you for the great service.,4
"Came by to grab some salad. The salad was awesome! It was freshly made. The staff are amazing, they do best on their work",5
"My kids love the awesome cakes.
However, staffs need to be more sensitive towards patrons.",4
"We had a lovely breakfast here, very tasty Australian bacon and coffee was great, the service was fantastic! Thank you for the best coffee we had in Singapore",5
"Terrible customer service, we as a customer need to find seat first before order like hawker . I’m waiting at the corner to while waiting people to leave . Never come back here again. Nobody apologies!!!",1
"The food was good as always, except that the soup was lukewarm/room temp. Even after we sent it back to get heated up.",3
"Red velvet cake from Cedele is my all time favourite and the taste is unforgettable. not only red velvet cake, the rest are moist and soft.",5
"Cedele has delicious cakes; it's hard to beat their carrot cakes.  Good soups , coffee and sandwiches too .",4
"A cafe with delicious, creamy cake. Enough said. Bring your friends here to hang out! …",5
"They serve healthy food that is always fresh and tasty. Their service is good too, food is ready fast.",4
"Elderly auntie staff was so rude, did not even know what cake they sold, was not helpful and complained too much.",1
A little pricey but food is absolutely delicious! Decent and friendly staff too.,4
Nothing fantastic about service. Much could be done to improve it.  $7.50 chocolate cake was mind blowing. 2 stars for service.,2
"Items were pricey, staff were okay but you have to call out to them for them to pay attention to you.",3
Free flow of freshly baked assorted bread and olive oil. But the kitchen preparation is sometimes quite slow.,3
"I love the food but service is awful. They don’t track orders properly. If you’re hungry, you will need to wait.",2
"They are selling eggless ice cream in containers. Is good, especially like vanilla and strawberry flavors",4
"Service was friendly and fast, food was not bad. Difficult to get clean tables during peak and non peak hour.",3
Cozy place with a good selection of freshly made wholemeal breads. Add a large cup of coffee. Yummi!,4
I always loved their gourmet sandwiches but they have reduced the size same price,4
Good coffee and cake but dirty tables and non of staff interested to clear table. 5 staff behind counter rather chat than clear tables.,3
"So different between AD And reality
Not recommend",2
"Taked away a sandwich today, but I pull a strand of long hair out of my mouth halfway through eating it. Horrible.",1
Cedele is located right at the entrance & exit of Novena Square. Spaces and staff is very friendly ◡̈,5
Awesome bakery with good options for light meal or morning brunch.  But can be crowded in afternoon.,4
Basil pesto chicken wrap is delicious,4
I usually only get the soup. It's good and it's nice that you can take as much bread as you want.,4
Nice and quiet place to take a break. Staff are friendly too.,4
"Great salads, soup and coffee. Nonetheless staffs are not the friendliest.",4
"I am a fan of Cedele in general, but the service at this outlet seems especially poor - with nonchalant or unhelpful staff.",2
Great place to catch up and chat with friends. Loved the cappuccino :) service a little slow but very friendly service staff.,4
Just tried vegetarian burgers here(all of them) sooo untasted. Good bakery though.,3
"Standards were so so. Place was extremely packed during lunch hour.  The food was average, sandwiches were OK.",3
They serve early and breakfast meal is good.,4
Favourite cafe I go to. Delicious cakes.,5
Nice salad and sandwiches � …,4
Had a very bad experience Cerele Novena Square.,1
Cedele has always been known for their quality food.,5
Disappointing coffee,2
"Healthy eating. Bread, soups, salads. Tea & juices. Great place to eat healthy",5
Consistent good quality bakes over the years.,5
"Nice cakes, good value on coffee + single slice cake deal.",4
Great bagels.,5
The new plant based sandwich quinoa tofu pumpkin is delicious!,5
My favourite chain for a flat white and carrot walnut cake.,5
Good food pathetic service. Racing towards extinction.,1
Good service and food. I like their flat white!,4
Love their potato salad and grain/green bowls.,5
Very busy with great bread on offer. Clean food,5
"A bit busy at peak hours, may need to wait for a while to order and pay.",3
Panckes are crazy awesome. Great place for brunch.,5
"Can get crowded during peak hours, otherwise food is ok.",3
Love the salads. Service to be improved though,4
More improvement needed on house keeping. Might be short handed. Tables not well cleared.,3
Dining area is too close to each other.,2
Delicious sandwiches at below $10,5
It is a good option for quick and healthy lunch.,4
Very very slow service and the kids attending are always talking and playing around.,2
Good wholesome food in a good location,4
Best cakes and ice cream I have eaten,5
My favourite when it comes to healthy bread variety,5
This place serves delicious cakes and beverages.,5
Great place for your healthy mid day teabreak.,5
Nice carrot cake and coffee :),5
"Very poor service, nobody clean the table",1
The  savouries the bread the salad and conveniently located,4
Cedele soups and breads make a good lunch!!,4
The carrot cake is the best I've tasted.,5
Still waiting for the moment to seize the Alaska icecream...,4
